klusteri,TALOUS,TERVEYS,KOULUTUS,TOIMINTA,YHTEISKUNTA,SOSIAALISUUS,YMPÄRISTÖ,TURVALLISUUS,osuus
1,-0.2496245026531855,0.15153902306631975,-0.13587824081384534,-0.34031186480682946,0.0,0.017813990251877267,0.0,0.0,0.25357142857142856
2,-0.5541046570316274,0.08087723013803993,0.116089108510261,-0.34435038813693086,0.0,0.030452085872307386,0.0,0.0,0.23973214285714287
3,-0.24179730043171757,0.17393233024970595,-0.27928358286596505,-0.06804858671207573,0.0,-0.05347700318483946,0.0,0.0,0.009375
4,-0.03165840192127334,-0.3725096575780088,0.11182948310914392,0.5588383588676207,0.0,0.0006843761244239879,0.0,0.0,0.22633928571428572
5,0.7167942532362326,0.30412167269556023,-0.08657330428415229,0.1610714389078523,0.0,-0.08852535622352917,0.0,0.0,0.19642857142857142
6,0.8687425149233703,-0.4677183006888436,0.012566770665452056,0.15233435266722073,0.0,0.07937771577039437,0.0,0.0,0.07455357142857143
