;Year_Birth;Z_CostContact;Z_Revenue
0;1978.3415492957747;3.0;11.0
1;1963.5642458100558;3.0;11.0
2;1965.095238095238;3.0;11.0
3;1964.4457593688362;3.0;11.0
4;1968.0477272727273;3.0;11.0
5;1968.9281437125749;3.0;11.0
