faktori1,faktori2,faktori3,faktori4,klusteri
1.3542255539799666,0.10354762032727084,-0.1220882885896453,-2.2439023542550807,4
-0.8705842484332617,-0.4160468332314257,-0.09562792164175205,0.762848205404409,1
0.6129084894582805,-0.12042359378523333,-0.7172075929423102,-0.11663107603445373,4
-0.9316582185769002,-0.5951136497999415,0.35791254787254856,-0.30228211345845324,1
-0.12138100311512921,-0.19101988732125438,-0.32376314938326484,-0.4224569464604249,3
0.32189783065443234,0.8251005705872271,-0.6227170934776335,0.4786615379606511,3
0.17628801818680487,0.3541977725317892,-1.0075586526693734,-0.49788601677896926,3
-0.8896049327878757,0.023282966997727927,0.37298178525183984,-0.6599202312039927,1
-1.075147632229097,0.04834169829178888,1.0658133515234753,-0.9039060939056542,1
-1.9607347198866356,1.9378762001073153,0.8679312973104262,-2.4984931966996986,1
-1.0044272226532438,-0.650076435463717,0.6097324536215499,-0.22385151729104275,1
-0.9977803353334344,-0.38618116276533937,0.3290724628592403,-0.5714333511271393,1
1.0417121405221768,-1.8992326482275907,-0.9259473573226134,-0.5971717040911312,4
-0.4599343314277064,0.6670915500887631,-0.43795010121812816,0.5732244104173811,3
-1.0156153612057632,-0.5155869072913767,0.4924449188925282,-0.5391368984977444,1
1.658697318515387,0.8196554422372857,1.86607269652131,0.648513141806028,6
-0.9845277966297222,0.25497386515747006,-0.06792952561276473,-0.2967544220202655,1
-0.29049247316325033,-0.2871259281242189,-0.5016100669617365,-0.5376645916591344,3
1.4218206430225881,1.6094042748977149,-0.2440662345730882,0.11002297806760213,6
-0.7605706417483054,-0.7042970532206211,0.25302059687644957,-0.47492138978854165,1
-0.42065210037559925,-0.27291573182845963,-0.010354756402194113,-0.9473750562847688,1
1.2480234335466158,-1.5034914368814447,0.193379579796691,-0.7813014848145936,4
0.1578170329612546,1.9116370407237822,0.5091720669690987,1.3209061010794922,3
0.16368084264771196,0.5481717007177943,-0.7834346832831511,1.1425790614050977,3
-0.37691597411971245,1.397778792504928,-1.032249655881856,-0.3946867286031719,3
-0.8412236841266978,-0.44688532142526877,0.17927026433830281,-0.2934285936992465,1
-0.6518246079827713,0.5885019970226469,-0.3037863671335711,-0.17374897693777888,1
0.7541320695228113,0.21639643796585997,-1.9605751440983168,-2.4884647299896403,4
-0.5929306545730766,-1.123476954688532,0.2311299244580565,0.18783792790334822,1
1.8137039848159429,-0.6138423422833986,0.8389618837483082,0.6081385580559963,6
-0.851352189142988,-0.6308970414264731,0.31445960505440373,0.017459395567921438,1
-0.11809942028099561,-1.02280876827306,-0.06487205308219426,0.5420304560120114,1
-0.5696299514303347,0.1832987876819276,0.3544747159910009,1.1658676153619458,1
-0.33340583167535415,0.9322552574430738,-0.7933909882345296,0.35349693528062576,3
